ID,Nombre,Departamento,Municipio
12115,CENTRO ESCOLAR CANTON TIERRA BLANCA,LA PAZ,ZACATECOLUCA
12116,CENTRO ESCOLAR SAN AGUSTIN,LA PAZ,ZACATECOLUCA
12117,COMPLEJO EDUCATIVO PROFESOR CARLOS LOBATO,LA PAZ,ZACATECOLUCA
12118,ESCUELA DE EDUCACION PARVULARIA DOCTOR MIGUEL TOMAS MOLINA,LA PAZ,ZACATECOLUCA
12119,ESCUELA DE EDUCACION PARVULARIA COLONIA 27 DE SEPTIEMBRE,LA PAZ,ZACATECOLUCA
12120,CENTRO ESCOLAR LUCIA DE VILLACORTA,LA PAZ,ZACATECOLUCA
12121,CENTRO ESCOLAR CANTON LOS PLATANARES,LA PAZ,ZACATECOLUCA
12122,CENTRO ESCOLAR 15 DE SEPTIEMBRE,LA PAZ,ZACATECOLUCA
12123,CENTRO ESCOLAR CLAUDIA LARS,LA PAZ,ZACATECOLUCA
12124,CENTRO ESCOLAR CATARINO DE JESUS ORTIZ,LA PAZ,ZACATECOLUCA
12126,INSTITUTO NACIONAL DE SAN LUIS LA HERRADURA,LA PAZ,SAN LUIS LA HERRADURA
12127,CENTRO ESCOLAR CANTON SAN ANTONIO LOS BLANCOS,LA PAZ,SAN LUIS LA HERRADURA
12128,COMPLEJO EDUCATIVO ANGELA SCORSONELLI,LA PAZ,SAN LUIS LA HERRADURA
12129,CENTRO ESCOLAR SAN LUIS LA HERRADURA,LA PAZ,SAN LUIS LA HERRADURA
12131,CENTRO ESCOLAR FRANCISCO CASTAÑEDA,LA PAZ,SAN LUIS LA HERRADURA
12132,COMPLEJO EDUCATIVO PROFESOR REYNALDO PADILLA,LA PAZ,SAN LUIS LA HERRADURA
12133,COMPLEJO EDUCATIVO CASERIO SAN FIDEL CANTON BAÑADERO,CABAÑAS,GUACOTECTI
12136,CENTRO ESCOLAR CASERIO LA ANTENA CANTON TEMPISQUE,CABAÑAS,GUACOTECTI
12137,CENTRO ESCOLAR CASERIO ZACAMIL CANTON TEMPISQUE,CABAÑAS,GUACOTECTI
12138,CENTRO ESCOLAR CANTON AGUA ZARCA,CABAÑAS,GUACOTECTI
12139,CENTRO ESCOLAR VILLA GUACOTECTI,CABAÑAS,GUACOTECTI
12140,CENTRO ESCOLAR CANTON TEMPISQUE,CABAÑAS,GUACOTECTI
12141,CENTRO ESCOLAR CASERIO NUEVO TEPEYAC CANTON POTRERO,CABAÑAS,ILOBASCO
12143,INSTITUTO NACIONAL DE ILOBASCO,CABAÑAS,ILOBASCO
12144,"CENTRO ESCOLAR CASERIO EL TRANSITO, CANTON ORATORIO",CABAÑAS,ILOBASCO
12145,CENTRO ESCOLAR CASERIO CONCEPCION CANTON LA QUESERA,CABAÑAS,ILOBASCO
12146,CENTRO ESCOLAR CASERIO SAYULAPA CANTON SITIO VIEJO,CABAÑAS,ILOBASCO
12147,CENTRO ESCOLAR CANTON SAN FRANCISCO DEL MONTE,CABAÑAS,ILOBASCO
12148,CENTRO ESCOLAR CASERIO EL ZACAMIL CANTON LOS HOYOS,CABAÑAS,ILOBASCO
12149,CENTRO ESCOLAR CASERIO NUEVO PORVENIR CANTON LOS HOYOS,CABAÑAS,ILOBASCO
12150,CENTRO ESCOLAR CASERIO LAS FLORES CANTON CERRO COLORADO,CABAÑAS,ILOBASCO
12151,CENTRO ESCOLAR DOCTOR VIDAL SEVERO LOPEZ,CABAÑAS,ILOBASCO
12156,CENTRO ESCOLAR CASERIO POTRERILLOS CANTON SAN FRANCISCO IRAHETA,CABAÑAS,ILOBASCO
12157,CENTRO ESCOLAR PROFESOR JUAN ROBERTO JUAREZ,CABAÑAS,ILOBASCO
12158,CENTRO ESCOLAR CANTON LAS HUERTAS,CABAÑAS,ILOBASCO
12160,CENTRO ESCOLAR CANTON EL MATAZANO,CABAÑAS,ILOBASCO
12161,CENTRO ESCOLAR CASERIO PEÑAS BLANCAS CANTON MAQUILISHUAT,CABAÑAS,ILOBASCO
12162,CENTRO ESCOLAR CASERIO EL CARMEN CANTON POTRERO,CABAÑAS,ILOBASCO
12163,CENTRO ESCOLAR CASERIO SAN VICENTE CANTON MAQUILISHUAT,CABAÑAS,ILOBASCO
12165,CENTRO ESCOLAR CASERIO LOS HERNANDEZ CANTON LA LABOR,CABAÑAS,ILOBASCO
12166,CENTRO ESCOLAR CANTON AZACUALPA,CABAÑAS,ILOBASCO
12167,CENTRO ESCOLAR CANTON SAN FRANCISCO IRAHETA,CABAÑAS,ILOBASCO
12168,CENTRO ESCOLAR JERONIMO ABARCA,CABAÑAS,ILOBASCO
12169,CENTRO ESCOLAR CASERIO EL MESTIZO CANTON SAN JOSE,CABAÑAS,ILOBASCO
12170,COMPLEJO EDUCATIVO CANTON LOS HOYOS,CABAÑAS,ILOBASCO
12171,CENTRO ESCOLAR CANTON SAN JOSE LOMAS DE PEÑA,CABAÑAS,ILOBASCO
12172,CENTRO ESCOLAR CASERIO MENJIVAR CANTON LOS HOYOS,CABAÑAS,ILOBASCO
12173,CENTRO ESCOLAR CANTON SITIO VIEJO,CABAÑAS,ILOBASCO
12174,CENTRO ESCOLAR CANTON LA LABOR,CABAÑAS,ILOBASCO
12175,CENTRO ESCOLAR CASERIO LAS MINAS CANTON AZACUALPA,CABAÑAS,ILOBASCO
12176,CENTRO ESCOLAR CASERIO EL LIMON CANTON MAQUILISHUAT,CABAÑAS,ILOBASCO
12177,CENTRO ESCOLAR CANTON NANASTEPEQUE,CABAÑAS,ILOBASCO
12178,CENTRO ESCOLAR CANTON LA QUESERA,CABAÑAS,ILOBASCO
12179,CENTRO ESCOLAR CANTON ORATORIO,CABAÑAS,ILOBASCO
12180,COMPLEJO EDUCATIVO CASERIO RANCHO QUEMADO,CABAÑAS,ILOBASCO
12181,CENTRO ESCOLAR AGUSTIN RIVERA,CABAÑAS,ILOBASCO
12182,CENTRO ESCOLAR CASERIO BUENOS AIRES CANTON POTRERO,CABAÑAS,ILOBASCO
12183,CENTRO ESCOLAR ISABEL LA CATOLICA,CABAÑAS,ILOBASCO
12184,COMPLEJO EDUCATIVO CANTON CERRO COLORADO,CABAÑAS,ILOBASCO
12185,CENTRO ESCOLAR CASERIO LOS FRAILES CANTON SITIO VIEJO,CABAÑAS,ILOBASCO
12186,CENTRO ESCOLAR BERNARDO PERDOMO,CABAÑAS,ILOBASCO
12188,CENTRO ESCOLAR CANTON SAN JOSE,CABAÑAS,ILOBASCO
12189,ESCUELA DE EDUCACION PARVULARIA GABRIELA MISTRAL,CABAÑAS,ILOBASCO
12190,CENTRO ESCOLAR CANTON SANTA CRUZ LA MILAGROSA,CABAÑAS,ILOBASCO
12191,CENTRO ESCOLAR CASERIO ISLETAS PIRAGUAS CANTON MAQUILISHUAT,CABAÑAS,ILOBASCO
12192,CENTRO ESCOLAR GENERAL FRANCISCO MENENDEZ,CABAÑAS,ILOBASCO
12193,CENTRO ESCOLAR SOR HENRIQUEZ,CABAÑAS,ILOBASCO
12195,CENTRO ESCOLAR CANTON SAN SEBASTIAN,CABAÑAS,JUTIAPA
12196,CENTRO ESCOLAR CANTON PALACIOS,CABAÑAS,JUTIAPA
12197,CENTRO ESCOLAR CASERIO LOS RIVAS CANTON LLANO LARGO,CABAÑAS,JUTIAPA
12198,CENTRO ESCOLAR JOSE DE JESUS MENJIVAR,CABAÑAS,JUTIAPA
12199,CENTRO ESCOLAR CANTON CERRON GRANDE,CABAÑAS,JUTIAPA
12200,CENTRO ESCOLAR 15 DE SEPTIEMBRE,CABAÑAS,JUTIAPA
12201,CENTRO ESCOLAR PAULA DE JESUS MENJIVAR CANTON LLANO LARGO,CABAÑAS,JUTIAPA
12202,CENTRO ESCOLAR CASERIO EL JUNQUILLO CANTON EL AMATE,CABAÑAS,SAN ISIDRO
12203,ESCUELA DE EDUCACION PARVULARIA DE SAN ISIDRO,CABAÑAS,SAN ISIDRO
12204,CENTRO ESCOLAR CANTON EL AMATE,CABAÑAS,SAN ISIDRO
12206,CENTRO ESCOLAR CANTON LOS JOBOS,CABAÑAS,SAN ISIDRO
12207,CENTRO ESCOLAR CANTON SAN FRANCISCO EL DORADO,CABAÑAS,SAN ISIDRO
12208,CENTRO ESCOLAR CANTON IZCATAL,CABAÑAS,SAN ISIDRO
12209,CENTRO ESCOLAR DE SAN ISIDRO,CABAÑAS,SAN ISIDRO
12210,CENTRO ESCOLAR CENTRO AMERICA,CABAÑAS,SAN ISIDRO
12211,CENTRO ESCOLAR FELIX GALINDO MORENO,CABAÑAS,SAN ISIDRO
12212,CENTRO ESCOLAR CANTON POTRERO Y TABLAS,CABAÑAS,SAN ISIDRO
12213,CENTRO ESCOLAR CANTON POTREROS DE BATRES,CABAÑAS,SAN ISIDRO
12216,CENTRO ESCOLAR CASERIO CAÑA BRAVA CANTON SAN LORENZO,CABAÑAS,SENSUNTEPEQUE
12217,INSTITUTO NACIONAL DE SENSUNTEPEQUE,CABAÑAS,SENSUNTEPEQUE
12218,CENTRO ESCOLAR PROFESOR JOSE ANGEL CASTILLO,CABAÑAS,SENSUNTEPEQUE
12220,CENTRO ESCOLAR CASERIO LA CORONA CANTON EL AGUACATE,CABAÑAS,SENSUNTEPEQUE
12221,CENTRO ESCOLAR CASERIO PLAN DE VIGAS CANTON RIO GRANDE,CABAÑAS,SENSUNTEPEQUE
12224,CENTRO ESCOLAR CASERIO CANDELARIA CANTON EL AGUACATE,CABAÑAS,SENSUNTEPEQUE
12225,CENTRO ESCOLAR CASERIO SAN JOSE CANTON LLANO GRANDE,CABAÑAS,SENSUNTEPEQUE
12228,CENTRO ESCOLAR CASERIO LA GUARUMA CANTON EL AGUACATE,CABAÑAS,SENSUNTEPEQUE
12229,CENTRO ESCOLAR CASERIO LOS RANCHOS CANTON EL AGUACATE,CABAÑAS,SENSUNTEPEQUE
12230,CENTRO ESCOLAR CASERIO LA ESPERANZA CANTON CHUNTE,CABAÑAS,SENSUNTEPEQUE
12231,CENTRO ESCOLAR CANTON LA TRINIDAD,CABAÑAS,SENSUNTEPEQUE
12232,COMPLEJO EDUCATIVO CASERIO HUISCOYOL CANTON LA TRINIDAD,CABAÑAS,SENSUNTEPEQUE
12233,CENTRO ESCOLAR CASERIO EL LIMON CANTON LA TRINIDAD,CABAÑAS,SENSUNTEPEQUE
12235,CENTRO ESCOLAR CASERIO FATIMA CANTON EL VOLCAN,CABAÑAS,SENSUNTEPEQUE
12236,CENTRO ESCOLAR CASERIO PIEDRAS BLANCAS CANTON NOMBRE DE DIOS,CABAÑAS,SENSUNTEPEQUE
12237,CENTRO ESCOLAR CASERIO EL TIZATE CANTON COPINOLAPA,CABAÑAS,SENSUNTEPEQUE
12238,CENTRO ESCOLAR CANTON SANTA ROSA,CABAÑAS,SENSUNTEPEQUE
12239,CENTRO ESCOLAR CANTON EL VOLCAN,CABAÑAS,SENSUNTEPEQUE
12240,CENTRO ESCOLAR CASERIO EL POTRERO CANTON LA TRINIDAD,CABAÑAS,SENSUNTEPEQUE
12242,CENTRO ESCOLAR CASERIO LA MARAÑA CANTON SANTA ROSA,CABAÑAS,SENSUNTEPEQUE
12243,CENTRO ESCOLAR CASERIO EL PLAYON CANTON LLANO GRANDE,CABAÑAS,SENSUNTEPEQUE
12244,CENTRO ESCOLAR CASERIO EL TABLON CANTON SAN MATIAS,CABAÑAS,SENSUNTEPEQUE
12245,CENTRO ESCOLAR CANTON CUYANTEPEQUE,CABAÑAS,SENSUNTEPEQUE
12246,CENTRO ESCOLAR CASERIO PALACIOS CANTON RIO GRANDE,CABAÑAS,SENSUNTEPEQUE
12247,COMPLEJO EDUCATIVO CASERIO EL RODEO CANTON SAN MATIAS,CABAÑAS,SENSUNTEPEQUE
12250,CENTRO ESCOLAR CASERIO PIEDRA PARADA CANTON EL AGUACATE,CABAÑAS,SENSUNTEPEQUE
12251,CENTRO ESCOLAR CASERIO EL IRAYOL CANTON ROJAS,CABAÑAS,SENSUNTEPEQUE
12252,CENTRO ESCOLAR CASERIO ESTANZUELAS CANTON LAS MARIAS,CABAÑAS,SENSUNTEPEQUE
12253,CENTRO ESCOLAR CASERIO SANTA CRUZ CANTON LA TRINIDAD,CABAÑAS,SENSUNTEPEQUE
12254,CENTRO ESCOLAR CANTON SAN LORENZO,CABAÑAS,SENSUNTEPEQUE
12255,CENTRO ESCOLAR CANTON CUNCHIQUE,CABAÑAS,SENSUNTEPEQUE
12256,CENTRO ESCOLAR CANTON TRONALAGUA,CABAÑAS,SENSUNTEPEQUE
12257,CENTRO ESCOLAR CASERIO POZUELOS CANTON RIO GRANDE,CABAÑAS,SENSUNTEPEQUE
12258,CENTRO ESCOLAR CASERIO SANTA LUCIA CANTON LLANO GRANDE,CABAÑAS,SENSUNTEPEQUE
12259,INSTITUTO NACIONAL JACINTO CASTELLANOS PALOMO,CABAÑAS,SENSUNTEPEQUE
12260,CENTRO ESCOLAR CASERIO MARIA AUXILIADORA CANTON CHUNTE,CABAÑAS,SENSUNTEPEQUE
12261,CENTRO ESCOLAR JOSE ANTONIO LARREYNAGA,CABAÑAS,SENSUNTEPEQUE
12262,CENTRO ESCOLAR CASERIO LOS LIMONES CANTON LAS MARIAS,CABAÑAS,SENSUNTEPEQUE
12263,CENTRO ESCOLAR CANTON RIO GRANDE,CABAÑAS,SENSUNTEPEQUE
12265,ESCUELA DE EDUCACION PARVULARIA JOSE MISAEL RAMOS,CABAÑAS,SENSUNTEPEQUE
12266,COMPLEJO EDUCATIVO SOTERO LAINEZ,CABAÑAS,SENSUNTEPEQUE
12267,CENTRO ESCOLAR CANTON SAN GREGORIO,CABAÑAS,SENSUNTEPEQUE
12268,COMPLEJO EDUCATIVO ANTONIA VELASCO,CABAÑAS,SENSUNTEPEQUE
12269,CENTRO ESCOLAR FERMIN VELASCO,CABAÑAS,SENSUNTEPEQUE
12273,CENTRO ESCOLAR CANTON LA CONCEPCION,CABAÑAS,TEJUTEPEQUE
12275,CENTRO ESCOLAR PROFESORA ANA ROGELIA CRUZ,USULUTÁN,JUCUAPA
12276,INSTITUTO NACIONAL CRISTOBAL IGLESIAS,CABAÑAS,TEJUTEPEQUE
12277,CENTRO ESCOLAR CANTON LAS LOMAS,CABAÑAS,TEJUTEPEQUE
12278,CENTRO ESCOLAR DOCTOR IRINEO CHACON,CABAÑAS,TEJUTEPEQUE
12279,ESCUELA DE EDUCACION PARVULARIA LUIS SANTIAGO RAFUL ESPINOZA,CABAÑAS,TEJUTEPEQUE
12280,CENTRO ESCOLAR CASERIO EL JUTAL CANTON SAN ANTONIO,CABAÑAS,VICTORIA
12282,INSTITUTO NACIONAL DE VICTORIA,CABAÑAS,VICTORIA
12286,CENTRO ESCOLAR CANTON LA BERMUDA,CABAÑAS,VICTORIA
12288,CENTRO ESCOLAR CASERIO SAN JUAN CANTON SAN PEDRO,CABAÑAS,VICTORIA
12292,CENTRO ESCOLAR CASERIO LAS JICARAS CANTON AZACUALPA,CABAÑAS,VICTORIA
12293,CENTRO ESCOLAR CANTON EL ZAPOTE,CABAÑAS,VICTORIA
12294,CENTRO ESCOLAR ALBERTO MENJIVAR RODRIGUEZ,CABAÑAS,VICTORIA
12295,ESCUELA DE EDUCACION PARVULARIA DE VICTORIA,CABAÑAS,VICTORIA
12298,CENTRO ESCOLAR CANTON ROJITAS,CABAÑAS,VICTORIA
12302,CENTRO ESCOLAR CASERIO ARGAIN CANTON CAÑAFISTULA,CABAÑAS,DOLORES
12303,CENTRO ESCOLAR CASERIO EL IZCANALITO CANTON SAN CARLOS,CABAÑAS,DOLORES
12304,ESCUELA DE EDUCACION PARVULARIA DE DOLORES,CABAÑAS,DOLORES
12305,INSTITUTO NACIONAL DOCTOR SALVADOR ANTONIO NAVARRETE AZURDIA,CABAÑAS,DOLORES
12306,CENTRO ESCOLAR LAURA URQUILLA VIUDA DE AZURDIA,CABAÑAS,DOLORES
12310,CENTRO ESCOLAR CASERIO EL CARRIZO,SAN VICENTE,APASTEPEQUE
12311,CENTRO ESCOLAR CASERIO EL PANAMEÑO CANTON SAN NICOLAS,SAN VICENTE,APASTEPEQUE
12312,CENTRO ESCOLAR CANTON SAN JUAN DE MERINO,SAN VICENTE,APASTEPEQUE
12314,CENTRO ESCOLAR TRINIDAD GALVEZ,SAN VICENTE,APASTEPEQUE
12316,INSTITUTO NACIONAL DE APASTEPEQUE,SAN VICENTE,APASTEPEQUE
12317,CENTRO ESCOLAR CANTON SAN NICOLAS,SAN VICENTE,APASTEPEQUE
12318,CENTRO ESCOLAR CASERIO SAN FELIPITO CANTON SAN NICOLAS,SAN VICENTE,APASTEPEQUE
12319,CENTRO ESCOLAR CANTON CALDERAS,SAN VICENTE,APASTEPEQUE
12320,CENTRO ESCOLAR CANTON SAN NICOLAS TRAS EL CERRO,SAN VICENTE,APASTEPEQUE
12321,CENTRO ESCOLAR CANTON SAN FELIPE,SAN VICENTE,APASTEPEQUE
12323,CENTRO ESCOLAR CANTON EL GUAYABO,SAN VICENTE,APASTEPEQUE
12324,CENTRO ESCOLAR AGUSTIN SANCHEZ,SAN VICENTE,APASTEPEQUE
12325,ESCUELA DE EDUCACION PARVULARIA MARTA CARBONELL DE QUITEÑO,SAN VICENTE,APASTEPEQUE
12326,ESCUELA DE EDUCACION PARVULARIA PROFESORA BUENAVENTURA CORNEJO DE MATAL,SAN VICENTE,GUADALUPE
12327,CENTRO ESCOLAR CANTON SAN EMIGDIO,SAN VICENTE,GUADALUPE
12328,CENTRO ESCOLAR CANTON SAN FRANCISCO DE AGUA AGRIA,SAN VICENTE,GUADALUPE
12329,INSTITUTO NACIONAL PROFESOR SANTIAGO ECHEGOYEN,SAN VICENTE,GUADALUPE
12330,CENTRO ESCOLAR SALVADOR HIDALGO CORNEJO,SAN VICENTE,GUADALUPE
12331,COMPLEJO EDUCATIVO DOCTOR JUSTO AGUILAR,SAN VICENTE,SAN CAYETANO ISTEPEQUE
12332,CENTRO ESCOLAR DOCTOR FRANCISCO E. GALINDO,SAN VICENTE,SAN CAYETANO ISTEPEQUE
12333,CENTRO ESCOLAR ELBA MIRANDA DE MENA,SAN VICENTE,SAN ESTEBAN CATARINA
12334,CENTRO ESCOLAR CANTON CANDELARIA,SAN VICENTE,SAN CAYETANO ISTEPEQUE
12335,CENTRO ESCOLAR SAN JUAN BOSCO,SAN VICENTE,SAN CAYETANO ISTEPEQUE
12337,ESCUELA DE EDUCACION PARVULARIA DE SANTA CLARA,SAN VICENTE,SANTA CLARA
12338,CENTRO ESCOLAR CASERIO EL TABLON,SAN VICENTE,SANTA CLARA
12339,CENTRO ESCOLAR CASERIO EL NACASPILO CANTON SANTA ROSA,SAN VICENTE,SANTA CLARA
12340,COMPLEJO EDUCATIVO DE SANTA CLARA,SAN VICENTE,SANTA CLARA
12343,ESCUELA DE EDUCACION PARVULARIA DE SANTO DOMINGO,SAN VICENTE,SANTO DOMINGO
12344,CENTRO ESCOLAR CANTON EL REFUGIO,SAN VICENTE,SANTO DOMINGO
12346,INSTITUTO NACIONAL DE SANTO DOMINGO,SAN VICENTE,SANTO DOMINGO
12347,CENTRO ESCOLAR DOCTOR ESTEBAN CASTRO,SAN VICENTE,SANTO DOMINGO
12348,CENTRO ESCOLAR CANTON IXCANALES,SAN VICENTE,SANTO DOMINGO
12349,CENTRO ESCOLAR CANTON LOS TALPETATES,SAN VICENTE,SANTO DOMINGO
12351,INSTITUTO NACIONAL DOCTOR PEDRO MIGUEL RIVERA DAMAS,SAN VICENTE,SAN ESTEBAN CATARINA
12353,ESCUELA DE EDUCACION PARVULARIA SOR ANGELA PANAMEÑO,SAN VICENTE,SAN ESTEBAN CATARINA
12355,CENTRO ESCOLAR DOCTOR ADRIAN GARCIA,SAN VICENTE,SAN ESTEBAN CATARINA
12359,CENTRO ESCOLAR CASERIO EL QUEBRACHO,SAN VICENTE,SAN ILDEFONSO
12360,CENTRO ESCOLAR CASERIO PLAN DE VENADOS CANTON SAN LORENZO,SAN VICENTE,SAN ILDEFONSO
12361,INSTITUTO NACIONAL DE SAN ILDEFONSO,SAN VICENTE,SAN ILDEFONSO
12363,CENTRO ESCOLAR CANTON CANDELARIA LEMPA,SAN VICENTE,SAN ILDEFONSO
12364,CENTRO ESCOLAR CASERIO LAS LAJAS CANTON LAJAS Y CANOAS,SAN VICENTE,SAN ILDEFONSO
12367,CENTRO ESCOLAR PREZA SAN LORENZO,SAN VICENTE,SAN ILDEFONSO
12368,CENTRO ESCOLAR CANTON EL CUMISTE,SAN VICENTE,SAN ILDEFONSO
12370,CENTRO ESCOLAR CASERIO EL JICARO,SAN VICENTE,SAN ILDEFONSO
12371,CENTRO ESCOLAR MARIA LUISA VIUDA DE MARIN,SAN VICENTE,SAN ILDEFONSO
12372,CENTRO ESCOLAR CANTON EL LIMON,SAN VICENTE,SAN ILDEFONSO
12374,CENTRO ESCOLAR CANTON SANTA LUCIA,SAN VICENTE,SAN LORENZO
12378,CENTRO ESCOLAR DOMINGO SANTOS,SAN VICENTE,SAN LORENZO
12379,COMPLEJO EDUCATIVO CANTON LAS ANIMAS,SAN VICENTE,SAN LORENZO
12380,CENTRO ESCOLAR CASERIO LOS MEJIAS CANTON SAN FRANCISCO,SAN VICENTE,SAN LORENZO
12381,INSTITUTO NACIONAL DE SAN SEBASTIAN,SAN VICENTE,SAN SEBASTIÁN
12385,CENTRO ESCOLAR CANTON LOS LAURELES,SAN VICENTE,SAN SEBASTIÁN
12387,CENTRO ESCOLAR CANTON LAS ROSAS,SAN VICENTE,SAN SEBASTIÁN
12388,CENTRO ESCOLAR CANTON EL PORVENIR AGUACAYO,SAN VICENTE,SAN SEBASTIÁN
12389,CENTRO ESCOLAR CANTON EL PARAISO,SAN VICENTE,SAN SEBASTIÁN
12390,CENTRO ESCOLAR SAN SEBASTIAN,SAN VICENTE,SAN SEBASTIÁN
12391,ESCUELA DE EDUCACION PARVULARIA DE SAN SEBASTIAN,SAN VICENTE,SAN SEBASTIÁN
12392,COMPLEJO EDUCATIVO CANTON LA LABOR,SAN VICENTE,SAN SEBASTIÁN
12393,CENTRO ESCOLAR CANTON SANTA TERESA,SAN VICENTE,SAN SEBASTIÁN
12395,COMPLEJO EDUCATIVO FEDERICO GONZALEZ,SAN VICENTE,SAN SEBASTIÁN
12398,CENTRO ESCOLAR CASERIO SAN FRANCISCO CANTON CHAMOCO,SAN VICENTE,SAN VICENTE
12399,INSTITUTO NACIONAL DOCTOR SARBELIO NAVARRETE,SAN VICENTE,SAN VICENTE
12401,CENTRO ESCOLAR DOCTOR SARBELIO NAVARRETE,SAN VICENTE,SAN VICENTE
12402,CENTRO ESCOLAR HACIENDA LA PRIMAVERA,SAN VICENTE,SAN VICENTE
12403,CENTRO ESCOLAR CASERIO VALLE NUEVO CANTON CHANMOCO,SAN VICENTE,SAN VICENTE
12404,CENTRO ESCOLAR CASERIO LOS JOBOS CANTON EL REBELDE,SAN VICENTE,SAN VICENTE
12406,CENTRO ESCOLAR CASERIO SAN FRANCISCO MIRALEMPA,SAN VICENTE,SAN VICENTE
12407,CENTRO ESCOLAR CASERIO EL PEDREGAL CANTON CHANMOCO,SAN VICENTE,SAN VICENTE
12408,COMPLEJO EDUCATIVO CASERIO LA GALERA,SAN VICENTE,SAN VICENTE
12409,"CENTRO ESCOLAR CASERIO EL JUNQUILLAL, CANTON CHANMOCO",SAN VICENTE,SAN VICENTE
12413,ESCUELA DE EDUCACION PARVULARIA COLONIA LA CARIDAD,SAN VICENTE,SAN VICENTE
12414,CENTRO ESCOLAR HACIENDA SAN JUAN BUENAVISTA CANTON EL REBELDE,SAN VICENTE,SAN VICENTE
12415,CENTRO ESCOLAR CANTON EL REBELDE,SAN VICENTE,SAN VICENTE
12416,CENTRO ESCOLAR CONCEPCION DE MARIA,SAN VICENTE,SAN VICENTE
12417,CENTRO ESCOLAR CANTON DOS QUEBRADAS,SAN VICENTE,SAN VICENTE
12419,CENTRO ESCOLAR CANTON SAN DIEGO,SAN VICENTE,SAN VICENTE
12421,CENTRO ESCOLAR CASERIO RIO FRIO CANTON PARRAS LEMPA,SAN VICENTE,SAN VICENTE
12423,CENTRO ESCOLAR DOCTOR JACINTO CASTELLANOS,SAN VICENTE,SAN VICENTE
12424,CENTRO ESCOLAR DOCTOR JOSE ROSA PACAS,SAN VICENTE,SAN VICENTE
12425,COMPLEJO EDUCATIVO MARCELINO GARCIA FLAMENCO,SAN VICENTE,SAN VICENTE
12426,ESCUELA DE EDUCACION PARVULARIA MARIA ISABEL MIRANDA,SAN VICENTE,SAN VICENTE
12427,CENTRO ESCOLAR CANTON SAN ANTONIO CAMINOS,SAN VICENTE,SAN VICENTE
12428,CENTRO ESCOLAR DOCTOR DARIO GONZALEZ,SAN VICENTE,SAN VICENTE
12429,COMPLEJO EDUCATIVO DOCTOR VICTORIANO RODRIGUEZ,SAN VICENTE,SAN VICENTE
12430,CENTRO ESCOLAR ANTONIA GALINDO,SAN VICENTE,SAN VICENTE
12432,INSTITUTO NACIONAL DE TECOLUCA,SAN VICENTE,TECOLUCA
12435,CENTRO ESCOLAR CANTON EL CARAO,SAN VICENTE,TECOLUCA
12438,ESCUELA DE EDUCACION PARVULARIA DE TECOLUCA,SAN VICENTE,TECOLUCA
12440,CENTRO ESCOLAR CASERIO LA CRUZADILLA CANTON VAQUERANO,SAN VICENTE,TECOLUCA
12441,CENTRO ESCOLAR CASERIO TEHUACAN CANTON EL ARCO,SAN VICENTE,TECOLUCA
12443,CENTRO ESCOLAR CANTON SANTA BARBARA,SAN VICENTE,TECOLUCA
12444,CENTRO ESCOLAR CANTON SAN JOSE LLANO GRANDE,SAN VICENTE,TECOLUCA
12445,CENTRO ESCOLAR HACIENDA LAS PAMPAS,SAN VICENTE,TECOLUCA
12446,CENTRO ESCOLAR CASERIO EL PLAYON CANTON SAN RAMON GRIFAL,SAN VICENTE,TECOLUCA
12447,COMPLEJO EDUCATIVO ROMILIA BLANCO VIUDA DE BRIOSO,SAN VICENTE,TECOLUCA
12448,CENTRO ESCOLAR CANTON SAN RAMON GRIFAL,SAN VICENTE,TECOLUCA
12451,COMPLEJO EDUCATIVO CANTON SAN NICOLAS LEMPA,SAN VICENTE,TECOLUCA
12452,CENTRO ESCOLAR CANTON EL PUENTE,SAN VICENTE,TECOLUCA
12453,CENTRO ESCOLAR CORONEL LUIS RAUL ANGULO,SAN VICENTE,TECOLUCA
12454,CENTRO ESCOLAR CANTON SAN CARLOS LEMPA,SAN VICENTE,TECOLUCA
12455,COMPLEJO EDUCATIVO RAFAELA SUAREZ,SAN VICENTE,TECOLUCA
12457,CENTRO ESCOLAR CANTON LA ESPERANZA,SAN VICENTE,TECOLUCA
12459,COMPLEJO EDUCATIVO PEDRO PABLO CASTILLO,SAN VICENTE,TEPETITÁN
12460,CENTRO ESCOLAR CANTON LA VIRGEN,SAN VICENTE,TEPETITÁN
12461,CENTRO ESCOLAR CANTON CONCEPCION DE CAÑAS,SAN VICENTE,TEPETITÁN
12462,ESCUELA DE EDUCACION PARVULARIA DE TEPETITAN,SAN VICENTE,TEPETITÁN
12463,ESCUELA DE EDUCACION PARVULARIA DE VERAPAZ,SAN VICENTE,VERAPAZ
12464,CENTRO ESCOLAR HACIENDA NUEVO ORIENTE,SAN VICENTE,VERAPAZ
12465,INSTITUTO NACIONAL SAN JOSE VERAPAZ,SAN VICENTE,VERAPAZ
12467,CENTRO ESCOLAR CANTON EL CARMEN,SAN VICENTE,VERAPAZ
12468,CENTRO ESCOLAR CORONEL NAPOLEON ALVARADO,SAN VICENTE,VERAPAZ
12470,CENTRO ESCOLAR CANTON SAN JUAN BUENAVISTA,SAN VICENTE,VERAPAZ
12471,CENTRO ESCOLAR PRESBITERO NORBERTO MARROQUIN,SAN VICENTE,VERAPAZ
